URL,Channel Has Title,Has Description,Location,Year,Quarter,Month,Day,Is Verified,Subscriber
youtube.com/channel/UCV8uggzLT9drrLrGk13pbc45,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,15100
youtube.com/channel/UCV8uggzLT9drrLrGk13pbc45,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,15100
youtube.com/channel/UCv0Klnn_x6qp75DZRIa2xGE2,Has Title,No Description,Morocco,2021,Qtr 3,July,29,,4450
youtube.com/channel/UCv0Klnn_x6qp75DZRIa2xGE2,Has Title,No Description,Morocco,2021,Qtr 4,December,30,FALSE,4430
youtube.com/channel/UCv0Klnn_x6qp75DZRIa2xGE2,Has Title,No Description,Morocco,2022,Qtr 1,January,28,FALSE,4430
youtube.com/channel/UCv0Klnn_x6qp75DZRIa2xGE2,Has Title,No Description,Morocco,2022,Qtr 2,May,21,FALSE,4420
youtube.com/channel/UCUYhi1_9c0s7r0a_AxtAMOs3,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,11800
youtube.com/channel/UCUYhi1_9c0s7r0a_AxtAMOs3,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,11800
youtube.com/channel/UCUYhi1_9c0s7r0a_AxtAMOs3,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,11800
youtube.com/channel/UCUYhi1_9c0s7r0a_AxtAMOs3,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,11800
youtube.com/channel/UCuGT8yueE81-DlzVBe8umsl7,Has Title,No Description,Hong Kong,2021,Qtr 1,March,10,,17
youtube.com/channel/UCuGT8yueE81-DlzVBe8umsl7,Has Title,No Description,Hong Kong,2021,Qtr 3,July,29,,21
youtube.com/channel/UCuGT8yueE81-DlzVBe8umsl7,Has Title,No Description,Hong Kong,2021,Qtr 4,December,30,FALSE,23
youtube.com/channel/UCuGT8yueE81-DlzVBe8umsl7,Has Title,No Description,Hong Kong,2022,Qtr 1,January,28,FALSE,25
youtube.com/channel/UCuGT8yueE81-DlzVBe8umsl7,Has Title,No Description,Hong Kong,2022,Qtr 2,May,21,FALSE,25
youtube.com/channel/UCUg-rUczB94-avy-dcuK9wg3,Has Title,Has Description,Finland,2021,Qtr 3,July,29,,108
youtube.com/channel/UCUg-rUczB94-avy-dcuK9wg3,Has Title,Has Description,Finland,2021,Qtr 4,December,30,FALSE,108
youtube.com/channel/UCUg-rUczB94-avy-dcuK9wg3,Has Title,Has Description,Finland,2022,Qtr 1,January,28,FALSE,108
youtube.com/channel/UCUg-rUczB94-avy-dcuK9wg3,Has Title,Has Description,Finland,2022,Qtr 2,May,21,FALSE,112
youtube.com/channel/UCUgbI95V76uP88IIFRfCkMF8,Has Title,No Description,Philippines,2021,Qtr 1,March,10,,1280
youtube.com/channel/UCUgbI95V76uP88IIFRfCkMF8,Has Title,No Description,Philippines,2021,Qtr 3,July,29,,1290
youtube.com/channel/UCUgbI95V76uP88IIFRfCkMF8,Has Title,No Description,Philippines,2021,Qtr 4,December,30,FALSE,1470
youtube.com/channel/UCUgbI95V76uP88IIFRfCkMF8,Has Title,No Description,Philippines,2022,Qtr 1,January,28,FALSE,1460
youtube.com/channel/UCUgbI95V76uP88IIFRfCkMF8,Has Title,No Description,Philippines,2022,Qtr 2,May,21,FALSE,1470
youtube.com/channel/UCu5Iyc-My7nyCk-A8kkUsJT2,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,17000
youtube.com/channel/UCu5Iyc-My7nyCk-A8kkUsJT2,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,17000
youtube.com/channel/UCu5Iyc-My7nyCk-A8kkUsJT2,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,16900
youtube.com/channel/UCu5Iyc-My7nyCk-A8kkUsJT2,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,16900
youtube.com/channel/UCtxMeHv3t9Pn-jGugZmgn_V3,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,142
youtube.com/channel/UCtxMeHv3t9Pn-jGugZmgn_V3,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,141
youtube.com/channel/UCtxMeHv3t9Pn-jGugZmgn_V3,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,141
youtube.com/channel/UCtxMeHv3t9Pn-jGugZmgn_V3,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,142
youtube.com/channel/UCtwYlicvg7GKVJf5Db7r21w4,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,135
youtube.com/channel/UCtwYlicvg7GKVJf5Db7r21w4,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,398
youtube.com/channel/UCtwYlicvg7GKVJf5Db7r21w4,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,409
youtube.com/channel/UCtwYlicvg7GKVJf5Db7r21w4,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,428
youtube.com/channel/UCtwYlicvg7GKVJf5Db7r21w4,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,146
youtube.com/channel/UCtwRCjSzq5PVzLxyejLi9xB5,Has Title,Has Description,Israel,2021,Qtr 4,December,30,FALSE,1600
youtube.com/channel/UCtwRCjSzq5PVzLxyejLi9xB5,Has Title,Has Description,Israel,2022,Qtr 1,January,28,FALSE,1590
youtube.com/channel/UCtwRCjSzq5PVzLxyejLi9xB5,Has Title,Has Description,Israel,2022,Qtr 2,May,21,FALSE,1590
youtube.com/channel/UCtwRCjSzq5PVzLxyejLi9xB5,Has Title,Has Description,Israel,2021,Qtr 3,July,29,,1550
youtube.com/channel/UCTve-JLaF5S8GJb4fKd1NkM6,Has Title,Has Description,Netherlands,2021,Qtr 4,December,30,FALSE,2270
youtube.com/channel/UCTve-JLaF5S8GJb4fKd1NkM6,Has Title,Has Description,Netherlands,2022,Qtr 1,January,28,FALSE,2270
youtube.com/channel/UCTve-JLaF5S8GJb4fKd1NkM6,Has Title,Has Description,Netherlands,2022,Qtr 2,May,21,FALSE,2270
youtube.com/channel/UCTve-JLaF5S8GJb4fKd1NkM6,Has Title,Has Description,Netherlands,2021,Qtr 3,July,29,,2260
youtube.com/channel/UCTURNDyiz2tA1UoZEWd69hr7,Has Title,Has Description,South Africa,2021,Qtr 4,December,30,FALSE,1620
youtube.com/channel/UCTURNDyiz2tA1UoZEWd69hr7,Has Title,Has Description,South Africa,2022,Qtr 1,January,28,FALSE,1620
youtube.com/channel/UCTURNDyiz2tA1UoZEWd69hr7,Has Title,Has Description,South Africa,2022,Qtr 2,May,21,FALSE,1610
youtube.com/channel/UCTURNDyiz2tA1UoZEWd69hr7,Has Title,Has Description,South Africa,2021,Qtr 3,July,29,,1610
youtube.com/channel/UCTsKLnLr81d9BZYOKyC6lx24,Has Title,No Description,Thailand,2021,Qtr 3,July,29,,120000
youtube.com/channel/UCTsKLnLr81d9BZYOKyC6lx24,Has Title,No Description,Thailand,2021,Qtr 4,December,30,FALSE,119000
youtube.com/channel/UCTsKLnLr81d9BZYOKyC6lx24,Has Title,No Description,Thailand,2022,Qtr 1,January,28,FALSE,119000
youtube.com/channel/UCTsKLnLr81d9BZYOKyC6lx24,Has Title,No Description,Thailand,2022,Qtr 2,May,21,FALSE,119000
youtube.com/channel/UCTQBqvegq017NJH9Ru71ce54,Has Title,Has Description,Mexico,2021,Qtr 4,December,30,FALSE,45500
youtube.com/channel/UCTQBqvegq017NJH9Ru71ce54,Has Title,Has Description,Mexico,2022,Qtr 1,January,28,FALSE,45500
youtube.com/channel/UCTQBqvegq017NJH9Ru71ce54,Has Title,Has Description,Mexico,2022,Qtr 2,May,21,FALSE,46500
youtube.com/channel/UCTQBqvegq017NJH9Ru71ce54,Has Title,Has Description,Mexico,2021,Qtr 3,July,29,,44700
youtube.com/channel/UCtpZ3elMR3RvBSRvcbNc5S93,Has Title,Has Description,Chile,2021,Qtr 4,December,30,FALSE,5250
youtube.com/channel/UCtpZ3elMR3RvBSRvcbNc5S93,Has Title,Has Description,Chile,2022,Qtr 1,January,28,FALSE,5240
youtube.com/channel/UCtpZ3elMR3RvBSRvcbNc5S93,Has Title,Has Description,Chile,2022,Qtr 2,May,21,FALSE,5260
youtube.com/channel/UCtpZ3elMR3RvBSRvcbNc5S93,Has Title,Has Description,Chile,2021,Qtr 3,July,29,,5260
youtube.com/channel/UCTmVc5CIK8yG7fZLjnOUq_m4,Has Title,Has Description,Canada,2021,Qtr 4,December,30,FALSE,9220
youtube.com/channel/UCTmVc5CIK8yG7fZLjnOUq_m4,Has Title,Has Description,Canada,2022,Qtr 1,January,28,FALSE,9210
youtube.com/channel/UCTmVc5CIK8yG7fZLjnOUq_m4,Has Title,Has Description,Canada,2022,Qtr 2,May,21,FALSE,9220
youtube.com/channel/UCTmVc5CIK8yG7fZLjnOUq_m4,Has Title,Has Description,Canada,2021,Qtr 3,July,29,,9240
youtube.com/channel/UCTLJgsK041fyzcv30UmQEZ-4,Has Title,Has Description,Sweden,2021,Qtr 1,March,10,,768
youtube.com/channel/UCTLJgsK041fyzcv30UmQEZ-4,Has Title,Has Description,Sweden,2021,Qtr 3,July,29,,759
youtube.com/channel/UCTLJgsK041fyzcv30UmQEZ-4,Has Title,Has Description,Sweden,2021,Qtr 4,December,30,FALSE,751
youtube.com/channel/UCTLJgsK041fyzcv30UmQEZ-4,Has Title,Has Description,Sweden,2022,Qtr 1,January,28,FALSE,749
youtube.com/channel/UCTLJgsK041fyzcv30UmQEZ-4,Has Title,Has Description,Sweden,2022,Qtr 2,May,21,FALSE,742
youtube.com/channel/UCThOmbito2YiY7cstMR8VPn4,Has Title,Has Description,Ukraine,2021,Qtr 3,July,29,,811
youtube.com/channel/UCThOmbito2YiY7cstMR8VPn4,Has Title,Has Description,Ukraine,2021,Qtr 4,December,30,FALSE,813
youtube.com/channel/UCThOmbito2YiY7cstMR8VPn4,Has Title,Has Description,Ukraine,2022,Qtr 1,January,28,FALSE,815
youtube.com/channel/UCThOmbito2YiY7cstMR8VPn4,Has Title,Has Description,Ukraine,2022,Qtr 2,May,21,FALSE,805
youtube.com/channel/UCTH9c8o5E1DPTJ5i6ZmRc8Y4,Has Title,Has Description,Thailand,2021,Qtr 4,December,30,FALSE,219000
youtube.com/channel/UCTH9c8o5E1DPTJ5i6ZmRc8Y4,Has Title,Has Description,Thailand,2022,Qtr 1,January,28,FALSE,221000
youtube.com/channel/UCTH9c8o5E1DPTJ5i6ZmRc8Y4,Has Title,Has Description,Thailand,2022,Qtr 2,May,21,FALSE,224000
youtube.com/channel/UCtfCodzBi3CmYEck5JC0p9m7,Has Title,Has Description,Finland,2021,Qtr 1,March,10,,137
youtube.com/channel/UCtfCodzBi3CmYEck5JC0p9m7,Has Title,Has Description,Finland,2021,Qtr 3,July,29,,146
youtube.com/channel/UCtfCodzBi3CmYEck5JC0p9m7,Has Title,Has Description,Finland,2021,Qtr 4,December,30,FALSE,149
youtube.com/channel/UCtfCodzBi3CmYEck5JC0p9m7,Has Title,Has Description,Finland,2022,Qtr 1,January,28,FALSE,149
youtube.com/channel/UCtfCodzBi3CmYEck5JC0p9m7,Has Title,Has Description,Finland,2022,Qtr 2,May,21,FALSE,155
youtube.com/channel/UCtF7qa2qM6Fl2qC3HUI62XC1,Has No Title,No Description,Location missing,2022,Qtr 2,May,21,,
youtube.com/channel/UCtF7qa2qM6Fl2qC3HUI62XC1,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,45
youtube.com/channel/UCtF7qa2qM6Fl2qC3HUI62XC1,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,61
youtube.com/channel/UCtF7qa2qM6Fl2qC3HUI62XC1,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,65
youtube.com/channel/UCtF7qa2qM6Fl2qC3HUI62XC1,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,65
youtube.com/channel/UCTEUY45Lj1sDb4wpohwOrx50,Has Title,No Description,Malaysia,2021,Qtr 4,December,30,FALSE,15400
youtube.com/channel/UCTEUY45Lj1sDb4wpohwOrx50,Has Title,No Description,Malaysia,2022,Qtr 1,January,28,FALSE,15400
youtube.com/channel/UCTEUY45Lj1sDb4wpohwOrx50,Has Title,No Description,Malaysia,2022,Qtr 2,May,21,FALSE,15400
youtube.com/channel/UCTEUY45Lj1sDb4wpohwOrx50,Has Title,No Description,Malaysia,2021,Qtr 3,July,29,,15400
youtube.com/channel/UC-tDxn9o501WoPKhWYCWSws1,Has Title,Has Description,Greece,2021,Qtr 1,March,10,,36
youtube.com/channel/UC-tDxn9o501WoPKhWYCWSws1,Has Title,Has Description,Greece,2021,Qtr 3,July,29,,62
youtube.com/channel/UC-tDxn9o501WoPKhWYCWSws1,Has Title,Has Description,Greece,2021,Qtr 4,December,30,FALSE,66
youtube.com/channel/UC-tDxn9o501WoPKhWYCWSws1,Has Title,Has Description,Greece,2022,Qtr 1,January,28,FALSE,66
youtube.com/channel/UC-tDxn9o501WoPKhWYCWSws1,Has Title,Has Description,Greece,2022,Qtr 2,May,21,FALSE,67
youtube.com/channel/UCtCBAGVPE6RnuXZdADTQyXS6,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,8160
youtube.com/channel/UCtCBAGVPE6RnuXZdADTQyXS6,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,8170
youtube.com/channel/UCtCBAGVPE6RnuXZdADTQyXS6,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,9260
youtube.com/channel/UCtCBAGVPE6RnuXZdADTQyXS6,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,9260
youtube.com/channel/UCtCBAGVPE6RnuXZdADTQyXS6,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,9250
youtube.com/channel/UCtBA5eI_S15AJvfT71SneK24,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,15900
youtube.com/channel/UCtBA5eI_S15AJvfT71SneK24,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,15900
youtube.com/channel/UCtBA5eI_S15AJvfT71SneK24,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,15900
youtube.com/channel/UCtBA5eI_S15AJvfT71SneK24,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,15900
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,31800
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,32200
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,32200
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,32400
youtube.com/channel/UCt5kLzrQD9x7AbSUuaDYDbv2,Has Title,Has Description,Uruguay,2021,Qtr 4,December,30,FALSE,5570
youtube.com/channel/UCt5kLzrQD9x7AbSUuaDYDbv2,Has Title,Has Description,Uruguay,2022,Qtr 1,January,28,FALSE,5620
youtube.com/channel/UCt5kLzrQD9x7AbSUuaDYDbv2,Has Title,Has Description,Uruguay,2022,Qtr 2,May,21,FALSE,5900
youtube.com/channel/UCt5kLzrQD9x7AbSUuaDYDbv2,Has Title,Has Description,Uruguay,2021,Qtr 3,July,29,,5530
youtube.com/channel/UCT28FjuoY4yLf1gCE4kRHyU3,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,48
youtube.com/channel/UCT28FjuoY4yLf1gCE4kRHyU3,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,50
youtube.com/channel/UCT28FjuoY4yLf1gCE4kRHyU3,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,50
youtube.com/channel/UCT28FjuoY4yLf1gCE4kRHyU3,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,51
youtube.com/channel/UCsW8I3UBF7bgbf3IqPWw61t1,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,14
youtube.com/channel/UCsW8I3UBF7bgbf3IqPWw61t1,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,14
youtube.com/channel/UCsW8I3UBF7bgbf3IqPWw61t1,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,14
youtube.com/channel/UCsW8I3UBF7bgbf3IqPWw61t1,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,14
youtube.com/channel/UCsW8I3UBF7bgbf3IqPWw61t1,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,14
youtube.com/channel/UCsU63wk7u4xpG2w0128lFCU6,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,313
youtube.com/channel/UCsU63wk7u4xpG2w0128lFCU6,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,311
youtube.com/channel/UCsU63wk7u4xpG2w0128lFCU6,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,311
youtube.com/channel/UCsU63wk7u4xpG2w0128lFCU6,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,311
youtube.com/channel/UCssAEclC41pAth5yJ3E244x0,Has Title,No Description,France,2021,Qtr 3,July,29,,41600
youtube.com/channel/UCssAEclC41pAth5yJ3E244x0,Has Title,No Description,France,2021,Qtr 4,December,30,FALSE,41400
youtube.com/channel/UCssAEclC41pAth5yJ3E244x0,Has Title,No Description,France,2022,Qtr 1,January,28,FALSE,41400
youtube.com/channel/UCssAEclC41pAth5yJ3E244x0,Has Title,No Description,France,2022,Qtr 2,May,21,FALSE,41200
youtube.com/channel/UCsruvTW571AObCSiIYmmoHe6,Has Title,No Description,Pakistan,2021,Qtr 4,December,30,FALSE,55500
youtube.com/channel/UCsruvTW571AObCSiIYmmoHe6,Has Title,No Description,Pakistan,2022,Qtr 1,January,28,FALSE,55400
youtube.com/channel/UCsruvTW571AObCSiIYmmoHe6,Has Title,No Description,Pakistan,2022,Qtr 2,May,21,FALSE,55700
youtube.com/channel/UCsruvTW571AObCSiIYmmoHe6,Has Title,No Description,Pakistan,2021,Qtr 3,July,29,,54300
youtube.com/channel/UCSR_uECfT4uSCxcr1hZAD500,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,48
youtube.com/channel/UCSR_uECfT4uSCxcr1hZAD500,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,48
youtube.com/channel/UCSR_uECfT4uSCxcr1hZAD500,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,48
youtube.com/channel/UCSR_uECfT4uSCxcr1hZAD500,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,50
youtube.com/channel/UCSQDrcMgJ05f1udlvWKBIuk4,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,1710
youtube.com/channel/UCSQDrcMgJ05f1udlvWKBIuk4,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,1700
youtube.com/channel/UCSQDrcMgJ05f1udlvWKBIuk4,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,1700
youtube.com/channel/UCSQDrcMgJ05f1udlvWKBIuk4,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,1690
youtube.com/channel/UCslOcqVR19j-xV2eZSbO8qC3,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,192
youtube.com/channel/UCslOcqVR19j-xV2eZSbO8qC3,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,209
youtube.com/channel/UCslOcqVR19j-xV2eZSbO8qC3,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,210
youtube.com/channel/UCslOcqVR19j-xV2eZSbO8qC3,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,215
youtube.com/channel/UCslaATk_x8ac4xYjTbpqEry1,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,29100
youtube.com/channel/UCslaATk_x8ac4xYjTbpqEry1,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,29000
youtube.com/channel/UCslaATk_x8ac4xYjTbpqEry1,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,29000
youtube.com/channel/UCslaATk_x8ac4xYjTbpqEry1,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,29000
youtube.com/channel/UCShX_jt7s1qqxZT1HN4XNgH3,Has Title,No Description,Taiwan,2021,Qtr 4,December,30,FALSE,603
youtube.com/channel/UCShX_jt7s1qqxZT1HN4XNgH3,Has Title,No Description,Taiwan,2022,Qtr 1,January,28,FALSE,601
youtube.com/channel/UCShX_jt7s1qqxZT1HN4XNgH3,Has Title,No Description,Taiwan,2022,Qtr 2,May,21,FALSE,598
youtube.com/channel/UCShX_jt7s1qqxZT1HN4XNgH3,Has Title,No Description,Taiwan,2021,Qtr 1,March,10,,610
youtube.com/channel/UCShX_jt7s1qqxZT1HN4XNgH3,Has Title,No Description,Taiwan,2021,Qtr 3,July,29,,608
youtube.com/channel/UCSc35fRS72g43rbUei2Z_OA5,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,152
youtube.com/channel/UCSc35fRS72g43rbUei2Z_OA5,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,151
youtube.com/channel/UCSc35fRS72g43rbUei2Z_OA5,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,151
youtube.com/channel/UCSc35fRS72g43rbUei2Z_OA5,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,161
youtube.com/channel/UCsAR9OWf-53bnwHWgVi1JgJ5,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,5200
youtube.com/channel/UCsAR9OWf-53bnwHWgVi1JgJ5,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,5630
youtube.com/channel/UCsAR9OWf-53bnwHWgVi1JgJ5,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,6330
youtube.com/channel/UCsAR9OWf-53bnwHWgVi1JgJ5,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,6320
youtube.com/channel/UCsAR9OWf-53bnwHWgVi1JgJ5,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,6300
youtube.com/channel/UCsaCkPGt56aoWyHFgWeRJje5,Has Title,Has Description,Hong Kong,2021,Qtr 3,July,29,,859
youtube.com/channel/UCsaCkPGt56aoWyHFgWeRJje5,Has Title,Has Description,Hong Kong,2021,Qtr 4,December,30,FALSE,849
youtube.com/channel/UCsaCkPGt56aoWyHFgWeRJje5,Has Title,Has Description,Hong Kong,2022,Qtr 1,January,28,FALSE,846
youtube.com/channel/UCsaCkPGt56aoWyHFgWeRJje5,Has Title,Has Description,Hong Kong,2022,Qtr 2,May,21,FALSE,842
youtube.com/channel/UCS9A_mwq-752XIIEKfqDfZS6,Has Title,Has Description,Italy,2021,Qtr 1,March,10,,838
youtube.com/channel/UCS9A_mwq-752XIIEKfqDfZS6,Has Title,Has Description,Italy,2021,Qtr 3,July,29,,831
youtube.com/channel/UCS9A_mwq-752XIIEKfqDfZS6,Has Title,Has Description,Italy,2021,Qtr 4,December,30,FALSE,839
youtube.com/channel/UCS9A_mwq-752XIIEKfqDfZS6,Has Title,Has Description,Italy,2022,Qtr 1,January,28,FALSE,839
youtube.com/channel/UCS9A_mwq-752XIIEKfqDfZS6,Has Title,Has Description,Italy,2022,Qtr 2,May,21,FALSE,838
youtube.com/channel/UCS8Ru7Vuk0DAwSHnVds6qxX8,Has Title,Has Description,Netherlands,2021,Qtr 4,December,30,FALSE,2770
youtube.com/channel/UCS8Ru7Vuk0DAwSHnVds6qxX8,Has Title,Has Description,Netherlands,2022,Qtr 1,January,28,FALSE,2820
youtube.com/channel/UCS8Ru7Vuk0DAwSHnVds6qxX8,Has Title,Has Description,Netherlands,2022,Qtr 2,May,21,FALSE,2830
youtube.com/channel/UCS8Ru7Vuk0DAwSHnVds6qxX8,Has Title,Has Description,Netherlands,2021,Qtr 3,July,29,,1880
youtube.com/channel/UCS_gsasHq8UjwFY-UYv4pp36,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,1940
youtube.com/channel/UCS_gsasHq8UjwFY-UYv4pp36,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,2070
youtube.com/channel/UCS_gsasHq8UjwFY-UYv4pp36,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,2070
youtube.com/channel/UCS_gsasHq8UjwFY-UYv4pp36,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,2080
youtube.com/channel/UCrS31IRlA5XciGI3gBj72P47,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,1970
youtube.com/channel/UCrS31IRlA5XciGI3gBj72P47,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,1980
youtube.com/channel/UCrS31IRlA5XciGI3gBj72P47,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,1970
youtube.com/channel/UCrS31IRlA5XciGI3gBj72P47,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,1980
youtube.com/channel/UCRjONHd471hjN-4MJ9po2PA0,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,16100
youtube.com/channel/UCRjONHd471hjN-4MJ9po2PA0,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,16100
youtube.com/channel/UCRjONHd471hjN-4MJ9po2PA0,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,16100
youtube.com/channel/UCRjONHd471hjN-4MJ9po2PA0,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,16200
youtube.com/channel/UCRHsGBoR91g2WYdNg3s9Q4M4,Has Title,Has Description,Sweden,2021,Qtr 1,March,10,,19
youtube.com/channel/UCRHsGBoR91g2WYdNg3s9Q4M4,Has Title,Has Description,Sweden,2021,Qtr 4,December,30,FALSE,20
youtube.com/channel/UCRHsGBoR91g2WYdNg3s9Q4M4,Has Title,Has Description,Sweden,2022,Qtr 1,January,28,FALSE,20
youtube.com/channel/UCRHsGBoR91g2WYdNg3s9Q4M4,Has Title,Has Description,Sweden,2022,Qtr 2,May,21,FALSE,21
youtube.com/channel/UCRHsGBoR91g2WYdNg3s9Q4M4,Has Title,Has Description,Sweden,2021,Qtr 3,July,29,,19
youtube.com/channel/UCRG-PuiJn7q4ecIE5m7zfd98,Has Title,Has Description,Spain,2021,Qtr 3,July,29,,10900
youtube.com/channel/UCRG-PuiJn7q4ecIE5m7zfd98,Has Title,Has Description,Spain,2021,Qtr 4,December,30,FALSE,10900
youtube.com/channel/UCRG-PuiJn7q4ecIE5m7zfd98,Has Title,Has Description,Spain,2022,Qtr 1,January,28,FALSE,10800
youtube.com/channel/UCRG-PuiJn7q4ecIE5m7zfd98,Has Title,Has Description,Spain,2022,Qtr 2,May,21,FALSE,10800
youtube.com/channel/UCrE-1bjkm5DD20DiQcBZyri3,Has Title,Has Description,United Arab Emirates,2021,Qtr 3,July,29,,47200
youtube.com/channel/UCrE-1bjkm5DD20DiQcBZyri3,Has Title,Has Description,United Arab Emirates,2021,Qtr 4,December,30,FALSE,47100
youtube.com/channel/UCrE-1bjkm5DD20DiQcBZyri3,Has Title,Has Description,United Arab Emirates,2022,Qtr 1,January,28,FALSE,47100
youtube.com/channel/UCrE-1bjkm5DD20DiQcBZyri3,Has Title,Has Description,United Arab Emirates,2022,Qtr 2,May,21,FALSE,47200
youtube.com/channel/UCR5pJSy9F5_fL9bou-xh0yl1,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,85
youtube.com/channel/UCR5pJSy9F5_fL9bou-xh0yl1,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,84
