Channel URL,Video URL,Views,Year,Quarter,Month,Day
youtube.com/channel/UCTQBqvegq017NJH9Ru71ce54,youtube.com/watch?v=3NnnL2Zzw,3781,2021,Qtr 1,March,10
youtube.com/channel/UCcjkzAcwG7T-oECUt4XpJvS2,youtube.com/watch?v=OQhQd4ILc,789507,2021,Qtr 1,March,10
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,youtube.com/watch?v=gxk8A6IPk,1005,2021,Qtr 1,March,10
youtube.com/channel/UCRjONHd471hjN-4MJ9po2PA0,youtube.com/watch?v=zwuRJ6jm4,1037,2021,Qtr 1,March,10
youtube.com/channel/UCL6LibNWY1KNp1tbVKTucD30,youtube.com/watch?v=RrzN-57Yc,1834,2021,Qtr 1,March,10
youtube.com/channel/UCRjONHd471hjN-4MJ9po2PA0,youtube.com/watch?v=QVewk1Uw8,7839,2021,Qtr 1,March,10
youtube.com/channel/UC1uoX5D-b4OQpE_BelIC9ZW6,youtube.com/watch?v=_lBTI5kQM,919588,2021,Qtr 1,March,10
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,youtube.com/watch?v=HeblV4ut0,855,2021,Qtr 1,March,10
youtube.com/channel/UCL6LibNWY1KNp1tbVKTucD30,youtube.com/watch?v=q1Bqc6NRE,1063313,2021,Qtr 1,March,10
youtube.com/channel/UCL6LibNWY1KNp1tbVKTucD30,youtube.com/watch?v=6JeRs8hFo,141,2021,Qtr 1,March,10
youtube.com/channel/UCBU4rD25A7t90t3wrBP57Ns0,youtube.com/watch?v=PaLPb6x2E,239,2021,Qtr 1,March,10
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,youtube.com/watch?v=-xhcc4XNA,310103,2021,Qtr 1,March,10
youtube.com/channel/UCZbeBNvc_3t7XGkd0PGjXwE7,youtube.com/watch?v=RBArg4COE,1616388,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=BYBgZ6ANw,29515,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=zuGfA5GB8,12306,2021,Qtr 1,March,10
youtube.com/channel/UCZbeBNvc_3t7XGkd0PGjXwE7,youtube.com/watch?v=HBa2N8wGw,60431,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=Y-Zzq5rdM,57694,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=cFP1o4YSo,13702,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=F-OVB28cM,14475,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=a0sis9Ns0,17463,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=LCKK82Dgw,19366,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=hwLl65IuU,39359,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=RCOWk4iq0,24150,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=AVUlp68Bw,24243,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=VP37_4CtM,33989,2021,Qtr 1,March,10
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,youtube.com/watch?v=wg2Gf9pes,8756926,2021,Qtr 1,March,10
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,youtube.com/watch?v=hqKC38-sM,3750500,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=MN7wq26uM,2980,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=na9kb539Y,431623,2021,Qtr 1,March,10
youtube.com/channel/UCxT08zdoj2-ehq3MEnDl7P-5,youtube.com/watch?v=p2q9_2JHA,3559472,2021,Qtr 1,March,10
youtube.com/channel/UCxT08zdoj2-ehq3MEnDl7P-5,youtube.com/watch?v=tH_m66GCw,1128470,2021,Qtr 1,March,10
youtube.com/channel/UCZbeBNvc_3t7XGkd0PGjXwE7,youtube.com/watch?v=UCvoA9Z6M,2639471,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=8RQmi8VUE,73243,2021,Qtr 1,March,10
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,youtube.com/watch?v=vrpin5cu0,31184,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=MudKa9ZE0,6677,2021,Qtr 1,March,10
youtube.com/channel/UCsruvTW571AObCSiIYmmoHe6,youtube.com/watch?v=nVWLW9zwo,227,2021,Qtr 1,March,10
youtube.com/channel/UCsruvTW571AObCSiIYmmoHe6,youtube.com/watch?v=zK37J1QLA,6204,2021,Qtr 1,March,10
youtube.com/channel/UCslaATk_x8ac4xYjTbpqEry1,youtube.com/watch?v=A7hvz5GG8,4356,2021,Qtr 1,March,10
youtube.com/channel/UCOJQF6Y6Q0Pmxr5--PGkqvp5,youtube.com/watch?v=_eDOF9_sw,1420541,2021,Qtr 1,March,10
youtube.com/channel/UCmuemEyT-5iFFnJZM8MYXDD4,youtube.com/watch?v=bAnsP7kZ8,1049955,2021,Qtr 1,March,10
youtube.com/channel/UCmuemEyT-5iFFnJZM8MYXDD4,youtube.com/watch?v=Jgkbk5Vck,13504,2021,Qtr 1,March,10
youtube.com/channel/UC3t0Qnu3I0RiTMBaa34aqBm1,youtube.com/watch?v=XSgY28kiQ,2235,2021,Qtr 1,March,10
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,youtube.com/watch?v=0O1qU3MFY,146,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=an56U8y6Y,71096,2021,Qtr 1,March,10
youtube.com/channel/UCfxqWXQuR2QwbpyKgkVEIOh6,youtube.com/watch?v=qofMY9uE0,499,2021,Qtr 1,March,10
youtube.com/channel/UCfxqWXQuR2QwbpyKgkVEIOh6,youtube.com/watch?v=Lj5Be14hU,500550,2021,Qtr 1,March,10
youtube.com/channel/UCfxqWXQuR2QwbpyKgkVEIOh6,youtube.com/watch?v=I1khm67qw,1191009,2021,Qtr 1,March,10
youtube.com/channel/UCfxqWXQuR2QwbpyKgkVEIOh6,youtube.com/watch?v=Fp0Pl5T04,1087,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=gaF_w7iX4,2149852,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=3YKmn4b4g,1678,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=8KFYn2LzY,1532,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=MfHhN7pOY,1171,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=mM4gg6wJQ,2418,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=sk2ST8Rvk,1789,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=tnQuJ5FSU,3084347,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=tymGM7_u4,2008,2021,Qtr 1,March,10
youtube.com/channel/UCLpqZr2Wc10fKabI8S89wqa6,youtube.com/watch?v=zhkzL4IgA,1863,2021,Qtr 1,March,10
youtube.com/channel/UCfxqWXQuR2QwbpyKgkVEIOh6,youtube.com/watch?v=HBFTe5urA,1238,2021,Qtr 1,March,10
youtube.com/channel/UCsaCkPGt56aoWyHFgWeRJje5,youtube.com/watch?v=hk0EI2ka0,1054,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=mKFNb21tc,6001,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=1Wr_S9iAI,3387,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=iD1VO1rio,4882,2021,Qtr 1,March,10
youtube.com/channel/UCEljb5djv70sQaISJtu-t8V2,youtube.com/watch?v=3N0Ls70iA,1194,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=i3PUg3ezo,32160,2021,Qtr 1,March,10
youtube.com/channel/UChsZNRgWA2mH3JR_mkwHDib4,youtube.com/watch?v=gw7Gc7t_M,25312,2021,Qtr 1,March,10
youtube.com/channel/UCcyrKIGGQ3XVAORZ4LZxInX1,youtube.com/watch?v=77VYj7WLY,212169,2021,Qtr 1,March,10
youtube.com/channel/UCcyrKIGGQ3XVAORZ4LZxInX1,youtube.com/watch?v=YXLTF6NHA,13501,2021,Qtr 1,March,10
youtube.com/channel/UC-5JqPvEm526B_C-GwrxyfH5,youtube.com/watch?v=6pz5r1Wlo,14586,2021,Qtr 1,March,10
youtube.com/channel/UCj1iW4-VI5h-hc1-h9E8TkD5,youtube.com/watch?v=9Vtvc8Mao,9315,2021,Qtr 1,March,10
youtube.com/channel/UC5oC0tBeP5EqDOJILUdDhra1,youtube.com/watch?v=1_DLU9kU4,84493,2021,Qtr 1,March,10
youtube.com/channel/UCcyrKIGGQ3XVAORZ4LZxInX1,youtube.com/watch?v=FMC282zWY,1654,2021,Qtr 1,March,10
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,youtube.com/watch?v=FaE7m50p8,14133,2021,Qtr 1,March,10
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,youtube.com/watch?v=L0egT8Ky8,177855,2021,Qtr 1,March,10
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,youtube.com/watch?v=AdfUR1qY0,186290,2021,Qtr 1,March,10
youtube.com/channel/UCAQY1lbkC3OrQuL_2I2ImPC8,youtube.com/watch?v=lIU6b6ds0,2442,2021,Qtr 1,March,10
youtube.com/channel/UCignhR61g4XlF2eO6_MK1ZB2,youtube.com/watch?v=p6u8r7lbE,4851,2021,Qtr 1,March,10
youtube.com/channel/UCOoDNf2_e55eLQo1ZCeAZxi5,youtube.com/watch?v=M8bH36qm4,1032159,2021,Qtr 1,March,10
youtube.com/channel/UCGKdUwgrS86pDNxqBABJAd_6,youtube.com/watch?v=-YiCk1aYg,2588387,2021,Qtr 1,March,10
youtube.com/channel/UCkUdsOIgM7tcu0qdyzBDiIn0,youtube.com/watch?v=deRvo5H1E,2060,2021,Qtr 1,March,10
youtube.com/channel/UCL6LibNWY1KNp1tbVKTucD30,youtube.com/watch?v=OAFVp5BvY,13629,2021,Qtr 1,March,10
youtube.com/channel/UCnMCAmZHR5PIgjeUtorQfIL2,youtube.com/watch?v=xbsxy6CN8,217634,2021,Qtr 1,March,10
youtube.com/channel/UC1uoX5D-b4OQpE_BelIC9ZW6,youtube.com/watch?v=JJaMW8-FQ,6919,2021,Qtr 1,March,10
youtube.com/channel/UCMhmgkNHk2bGJ9KhJDo9ETH2,youtube.com/watch?v=lkSol6DHM,182848,2021,Qtr 1,March,10
youtube.com/channel/UCL6LibNWY1KNp1tbVKTucD30,youtube.com/watch?v=W2hoF87eE,501,2021,Qtr 1,March,10
youtube.com/channel/UCTQBqvegq017NJH9Ru71ce54,youtube.com/watch?v=xgFsm3OlE,654870,2021,Qtr 1,March,10
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,youtube.com/watch?v=r7Ow_37Q8,1147,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=kbyrp601c,6,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=aN_5r8n-Y,4,2021,Qtr 1,March,10
youtube.com/channel/UCOJQF6Y6Q0Pmxr5--PGkqvp5,youtube.com/watch?v=dtQuX8AkU,267883,2021,Qtr 1,March,10
youtube.com/channel/UCcyrKIGGQ3XVAORZ4LZxInX1,youtube.com/watch?v=XnOv33sUA,132445,2021,Qtr 1,March,10
youtube.com/channel/UCcyrKIGGQ3XVAORZ4LZxInX1,youtube.com/watch?v=kwvFW8p-M,7927,2021,Qtr 1,March,10
youtube.com/channel/UCbw1qrsjH7NIuUGHa2omKbK7,youtube.com/watch?v=rRTIc82yc,1658060,2021,Qtr 1,March,10
youtube.com/channel/UCY9-r4X4c7_8V7cyrfBCQXG3,youtube.com/watch?v=qv_bw3Syc,3260005,2021,Qtr 1,March,10
youtube.com/channel/UCw8G7o4_42cAUU5jWsaJfYJ6,youtube.com/watch?v=yR9D89t80,683,2021,Qtr 1,March,10
youtube.com/channel/UCw8G7o4_42cAUU5jWsaJfYJ6,youtube.com/watch?v=EEAys3TJg,688,2021,Qtr 1,March,10
youtube.com/channel/UCw8G7o4_42cAUU5jWsaJfYJ6,youtube.com/watch?v=8cgy161y4,1165,2021,Qtr 1,March,10
youtube.com/channel/UCw8G7o4_42cAUU5jWsaJfYJ6,youtube.com/watch?v=dzPku7UJw,798,2021,Qtr 1,March,10
youtube.com/channel/UCw8G7o4_42cAUU5jWsaJfYJ6,youtube.com/watch?v=WhMZe3UMI,1029,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=9X2aE6oaA,9577338,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=FJmwb3L2w,10453,2021,Qtr 1,March,10
youtube.com/channel/UCslaATk_x8ac4xYjTbpqEry1,youtube.com/watch?v=uGmUn6fyE,125137,2021,Qtr 1,March,10
youtube.com/channel/UCWMdKX3aj0A4yeVS1tZ6KQn6,youtube.com/watch?v=DmKBb3hSU,414,2021,Qtr 1,March,10
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,youtube.com/watch?v=-crqQ4Kzw,1813418,2021,Qtr 1,March,10
youtube.com/channel/UChSc2HHyk2T9CkBamG57nbU2,youtube.com/watch?v=DzS4Z5SRA,726,2021,Qtr 1,March,10
youtube.com/channel/UCNOTAzUb_17XR9z_d3qT9M35,youtube.com/watch?v=MvkON31R8,5683135,2021,Qtr 1,March,10
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,youtube.com/watch?v=nBo218B1Q,5556,2021,Qtr 1,March,10
youtube.com/channel/UCrE-1bjkm5DD20DiQcBZyri3,youtube.com/watch?v=wpzub1nEI,8209,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=5kp0Q45qw,3,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=OcwI89A9s,9,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=YYfY26oNY,24,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=toehh8RD4,19,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=81Ybg21Hs,6,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=esT5T32bY,15,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=7Y7sZ2FDM,43,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=t5OGd3CPU,66,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=ddaEP64gE,17,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=QqybH7seE,5,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=JRH_k2pTk,5,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=KVFBk5UDM,19,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=Bhyd029h8,20,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=nZhje2gws,40,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=oMac-4Lac,632,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=hQj1o3Wjw,16,2021,Qtr 1,March,10
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,youtube.com/watch?v=gwOSN2s9U,3152,2021,Qtr 1,March,10
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,youtube.com/watch?v=ceUwt6B7w,3825,2021,Qtr 1,March,10
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,youtube.com/watch?v=2d7DI7bcQ,4432,2021,Qtr 1,March,10
youtube.com/channel/UC_KpTo38S7I2SwQgm1aqaQm2,youtube.com/watch?v=mhR1F74rg,99346,2021,Qtr 1,March,10
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,youtube.com/watch?v=HeeNe8aX8,3940,2021,Qtr 1,March,10
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,youtube.com/watch?v=Ui8B03i4w,390,2021,Qtr 1,March,10
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,youtube.com/watch?v=LJQv47sC4,273,2021,Qtr 1,March,10
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,youtube.com/watch?v=p2z8o6ZgE,225,2021,Qtr 1,March,10
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,youtube.com/watch?v=y7zaL24BQ,86,2021,Qtr 1,March,10
youtube.com/channel/UCT7AoHLjx7CZfrTBKW8dnoD8,youtube.com/watch?v=YsZRS9mEY,138,2021,Qtr 1,March,10
youtube.com/channel/UCssAEclC41pAth5yJ3E244x0,youtube.com/watch?v=CeGNh5KSY,57459,2021,Qtr 1,March,10
youtube.com/channel/UCoHEisDCy8-hRS-XxSHXkhe3,youtube.com/watch?v=ubrci6uMY,22985,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=aeqCm8tRg,7,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=S5rPw8kh8,11,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=lVaBt14m4,97,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=OSv9F7xkI,27,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=8kvxQ5zOQ,8,2021,Qtr 1,March,10
youtube.com/channel/UCPUPqz1oJ3px5O0mvBMvjDD8,youtube.com/watch?v=E08GY5pw4,2097,2021,Qtr 1,March,10
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,youtube.com/watch?v=Iz0Sr6VDA,162259,2021,Qtr 1,March,10
youtube.com/channel/UCGKdUwgrS86pDNxqBABJAd_6,youtube.com/watch?v=Sye5f553M,2963993,2021,Qtr 1,March,10
youtube.com/channel/UC_KpTo38S7I2SwQgm1aqaQm2,youtube.com/watch?v=e32j_5kj8,14885412,2021,Qtr 1,March,10
youtube.com/channel/UCGKdUwgrS86pDNxqBABJAd_6,youtube.com/watch?v=PX_OK3xxk,13784,2021,Qtr 1,March,10
youtube.com/channel/UC5QNyj_al5VP5C5on9VuL-I4,youtube.com/watch?v=gLJvF1byw,1718,2021,Qtr 1,March,10
youtube.com/channel/UCATm7LCqq31r6KAldlf_VVf1,youtube.com/watch?v=y7WS38-s4,1075,2021,Qtr 1,March,10
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,youtube.com/watch?v=kRaun7RMA,2337,2021,Qtr 1,March,10
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,youtube.com/watch?v=L7e5N7deE,416179,2021,Qtr 1,March,10
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,youtube.com/watch?v=wQe-Z1rxs,350306,2021,Qtr 1,March,10
youtube.com/channel/UCPUPqz1oJ3px5O0mvBMvjDD8,youtube.com/watch?v=GTm6w5v-s,1364,2021,Qtr 1,March,10
youtube.com/channel/UC6Pyn5gVq7nncuxGqPEk6mU2,youtube.com/watch?v=CBhRp7xdQ,1128695,2021,Qtr 1,March,10
youtube.com/channel/UC_KpTo38S7I2SwQgm1aqaQm2,youtube.com/watch?v=d_0Xj20eo,2828,2021,Qtr 1,March,10
youtube.com/channel/UC6Pyn5gVq7nncuxGqPEk6mU2,youtube.com/watch?v=VlIbw4x94,271855,2021,Qtr 1,March,10
youtube.com/channel/UC-fhDWis30S3WKhsr-QuDP77,youtube.com/watch?v=TxPEq6WNE,14418,2021,Qtr 1,March,10
youtube.com/channel/UC-fhDWis30S3WKhsr-QuDP77,youtube.com/watch?v=vZ1Ec8kj0,634,2021,Qtr 1,March,10
youtube.com/channel/UC-fhDWis30S3WKhsr-QuDP77,youtube.com/watch?v=fBPyX408c,203,2021,Qtr 1,March,10
youtube.com/channel/UC-fhDWis30S3WKhsr-QuDP77,youtube.com/watch?v=7umxn5C4c,491,2021,Qtr 1,March,10
youtube.com/channel/UC-fhDWis30S3WKhsr-QuDP77,youtube.com/watch?v=t-__153rc,311,2021,Qtr 1,March,10
youtube.com/channel/UCPUPqz1oJ3px5O0mvBMvjDD8,youtube.com/watch?v=Iljm684jU,2129,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=E0nos124Y,7295601,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=KGcU-7CYQ,7420,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=Z8jpB4x0c,18692262,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=8Vb7u2ZoY,6279673,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=38lX22j9I,5630380,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=pOp-P5fLs,42174,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=20qHF7OjU,5979,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=2FHJI8Ffg,4001,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=3pB1U29Sg,15428,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=6Nv6f6tlQ,2471,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=Al_jo8TBc,6700881,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=hFjv13uOM,7605140,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=vSno17S-E,2687,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=ozHTu2aBc,18386,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=qqfKE3cbk,20619,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=x77QW7HXg,16539,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=wzq5-85-E,2949769,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=7Rmj65xiM,11848,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=FMnpb86uo,13417,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=G95Of9Qpw,9176385,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=e2aZF2lg8,15442,2021,Qtr 1,March,10
youtube.com/channel/UC51C6xp5m65o9eF48Y-GmeU3,youtube.com/watch?v=pwNrG25Xc,6458074,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=hFyTQ79RE,29059,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=b9luh30Es,2437739,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=tyWjU5Ftg,865712,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=weUyq91so,7671623,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=Zjdnv6b9k,1001449,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=ZscqI77hQ,13651,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=mZElv6hwQ,18170,2021,Qtr 1,March,10
youtube.com/channel/UCbc-KA6Fl0rO8f3Txiow_cq3,youtube.com/watch?v=PEGby2hsY,16557,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=NYhac6DPg,501664,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=Idakx62IE,861451,2021,Qtr 1,March,10
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,youtube.com/watch?v=JQZU93UVM,3951996,2021,Qtr 1,March,10
youtube.com/channel/UCZx8QzfK-3OQfTR2u_1PeVj1,youtube.com/watch?v=g18sR1fys,39,2021,Qtr 1,March,10
